date,review,rating,user,source,month,year,neg_review,compound_score,pos_score,review_lem
2019-03-02 21:11:49,Hard to find promotion and birthday offer items,1,Puay Joo Lim,googleplay,3,2019,1,-0.1027,0.0,hard find promotion birthday offer item
2018-10-12 12:55:54,Payment page sucks.. lag and always jump out,1,A Google user,googleplay,10,2018,1,-0.5994,0.0,payment page suck lag always jump
2018-12-09 18:58:09,Never have any slots available for collection and delivery. How to order if no slots at all??,1,muhd matty,googleplay,12,2018,1,-0.3736,0.0,never slot available collection delivery order slot
2019-03-24 09:04:58,Only issue stops me from buying online was no points awarded 😟,1,N AR,googleplay,3,2019,1,-0.7398,0.0,issue stop buying online point awarded
2019-08-07 15:56:21,"Frustrating experience, most of the popular item is out of stock. e.g. search result 22 items, 14 are out of stock, almost all items i want are out of stock, offer item also out of stock, end up getting the alternative more expensive item, will go back to using Redmart, really waste of time.",1,Chee Ai Lee,googleplay,8,2019,1,-0.3878,0.072,frustrating experience popular item stock e g search result item stock almost item want stock offer item also stock end getting alternative expensive item go back using redmart really waste time
2019-09-02 21:06:19,What happened? New upgrade cos me not to able to order! Thus missing out on some offers! Pls fix asap!,1,Shahroom Noor,googleplay,9,2019,1,-0.4168,0.058,happened new upgrade co able order thus missing offer pls fix asap
2019-09-18 12:34:33,"Can't open app, app was force exit.",1,Charmaine Tan,googleplay,9,2019,1,0.0,0.0,open force exit
2019-10-26 17:15:16,This new version is so laggy!,1,Kenneth Ho,googleplay,10,2019,1,0.0,0.0,new version laggy
2020-04-21 20:33:58,I can't even down load. Waited so long... Haizzzz...,1,Sakinah Maricar,googleplay,4,2020,1,0.0,0.0,even load waited long haizzzz
2020-03-29 00:14:51,"I have not been able to find a delivery slot using the FairPrice online app for the past few days. Is NTUC capturing the number of orders not able to be delivered and transacted? I can imagine the dire situation for families with young kids and elderly members if COVID-19 situation worsens further. As many more are going to be asked to stay home, I beg NTUC to do something quickly to prepare for the surge in demand.",1,Eng Yeow Cheu,googleplay,3,2020,1,-0.743,0.016,able find delivery slot using online past day capturing number order able delivered transacted imagine dire situation family young kid elderly member covid situation worsens many going asked stay home beg something quickly prepare surge demand
2019-09-18 17:12:09,Lousy. Not even able to install after updating.,1,Siew Chin Loh,googleplay,9,2019,1,-0.5423,0.0,lousy even able install updating
2019-08-31 08:45:18,There was no option given for delivery on orders above $39 as advertised. Only click and collect options,1,Malavika Raghuram,googleplay,8,2019,1,-0.296,0.0,option given delivery order advertised click collect option
2019-02-28 10:56:37,the coupons doesnt work. the log in doesnt work. nothing works,1,Ernest Wei,googleplay,2,2019,1,0.0,0.0,coupon doesnt work log doesnt work nothing work
2019-06-21 18:01:23,Meats and fresh food tab missing,1,Acidiclime Tan,googleplay,6,2019,1,0.0258,0.271,meat fresh food tab missing
2020-02-08 09:07:24,I can't even add my address!,1,Rhiann Lsy,googleplay,2,2020,1,0.0,0.0,even add address
2020-04-21 20:28:27,"For over the past 2 months, two or more weeks I dont get any delivery time slot. And if I do get a delivery date and time, the items in my checkout will be out of stock before or on the delivery day. I cant get my fresh milk, eggs, yogurt, ice cream, canned tuna fish, corn, etc....",1,Kelly Kelly,googleplay,4,2020,1,-0.2411,0.0,past month two week dont get delivery time slot get delivery date time item checkout stock delivery day cant get fresh milk egg yogurt ice cream canned tuna fish corn etc
2020-05-10 08:22:08,Why cash on delivery option not available ?,1,ARUN KUMAR,googleplay,5,2020,1,0.0,0.0,cash delivery option available
2019-09-08 18:08:54,Stupid app keeps on logging off everytime. Idiot team who did this app.,1,Sany D Poe,googleplay,9,2019,1,-0.7717,0.0,stupid keep logging everytime idiot team
2020-08-22 12:15:37,"Completed a purchase of more than $79/- in order to get free delivery and discount code of $10/-. But when transaction went through by credit card, one of the item was out of stock and payment became $60+. Was then charged for delivery fee and discount code not entitled. Customers should be informed if no stock and given the choice to reconsider the purchase.",1,Raymond Lim,googleplay,8,2020,1,-0.1707,0.077,completed purchase order get free delivery discount code transaction went credit card one item stock payment became charged delivery fee discount code entitled customer informed stock given choice reconsider purchase
2019-03-02 08:52:00,error when adding items to cart,1,Yyl Lim,googleplay,3,2019,1,-0.4019,0.0,error adding item cart
2019-10-18 18:12:17,Slow Loading ! LAGGING!,1,RYO KYU,googleplay,10,2019,1,-0.5294,0.0,slow loading lagging
2019-04-30 08:28:04,not available for tablet which is very inconvenient,1,Renee KOH,googleplay,4,2019,1,-0.4005,0.0,available tablet inconvenient
2020-03-25 15:33:47,No time slot for online delivery,1,Vee NL,googleplay,3,2020,1,-0.296,0.0,time slot online delivery
2019-01-31 20:18:18,"Not working, can not order my cart. :-(",1,Tobias Gondrom,googleplay,1,2019,1,-0.3612,0.0,working order cart
2020-05-19 09:01:14,Delivered item to us with 80% of them being missing. Customer Service hotline always stuck with voice message even when you dial the number that they mentioned. Revert my address back to the old one and make the delivery person went to the old address instead of new one. VERY BAD SERVICE FROM NTUC ONLINE.,1,Archy Zhang,googleplay,5,2020,1,-0.8465,0.021,delivered item u missing customer service hotline always stuck voice message even dial number mentioned revert address back old one make delivery person went old address instead new one bad service online
2019-10-18 19:38:10,Tiring app. You have to keep redoing things.,1,J. Javier Vázquez,googleplay,10,2019,1,0.0,0.0,tiring keep redoing thing
2019-04-04 19:50:02,All promo code can't be use,1,Fong Songen,googleplay,4,2019,1,0.0,0.0,promo code use
2018-10-13 22:48:51,It sucks Use cold storage Better and cheaper,1,A Google user,googleplay,10,2018,1,0.1027,0.254,suck use cold storage better cheaper
2020-06-11 07:03:47,Most items the apps do not have,1,Darvy Darcy,googleplay,6,2020,1,0.0,0.0,item
2020-03-27 11:30:55,Fake! I dont think they do deliveries! It does make you think they do but been trying 5 days in a row snd never they did open for deliveries. Just dont waste your time with this useless app. They purposely closed the delivery portal.,1,Diana Arana,googleplay,3,2020,1,-0.6138,0.059,fake dont think delivery make think trying day row snd never open delivery dont waste time useless purposely closed delivery portal
2019-10-12 22:20:55,SHOPON does not work when checkout --your system stated ERROR.,1,Siongkoon Sim,googleplay,10,2019,1,-0.5319,0.0,shopon work checkout system stated error
2019-08-31 21:44:18,Unable to apply coupon code,1,RAJESH S,googleplay,8,2019,1,0.0,0.0,unable apply coupon code
2020-04-19 15:34:55,Managed to get delivery scheduled but on the delivery day most things in the cart is out of stock! How does this help people who really want to stay home and avoid going out? All items should be reserved for delivery once ordered!!!!!!,1,darren pang,googleplay,4,2020,1,0.6646,0.145,managed get delivery scheduled delivery day thing cart stock help people really want stay home avoid going item reserved delivery ordered
2018-12-31 22:58:49,if dun save credit card can't proceed to check out,1,Iryn tango,googleplay,12,2018,1,0.7003,0.42,dun save credit card proceed check
2020-02-07 23:48:42,Useless app keep loading and loading,1,William Law,googleplay,2,2020,1,-0.4215,0.0,useless keep loading loading
2019-12-28 11:27:32,Tried to order after upgrading to new app but disappointed enough it hang (3hrs) till now!!!!! Forget about it !,1,Leng Tan,googleplay,12,2019,1,-0.8257,0.0,tried order upgrading new disappointed enough hang hr till forget
2018-12-26 22:37:19,I first time order but cannot apply the first time code at all,1,Caroline Wang,googleplay,12,2018,1,0.0,0.0,first time order cannot apply first time code
2019-09-18 11:50:43,App crashes after update,1,Chung Hau Yong,googleplay,9,2019,1,0.0,0.0,crash update
2019-03-31 16:53:21,A lot of items need to replenish asap,1,Anggun Abdul,googleplay,3,2019,1,0.0,0.0,lot item need replenish asap
2020-01-14 20:16:47,I cannot use your Help function. The Submit button doesn't work,1,Mark Wong,googleplay,1,2020,1,-0.3089,0.0,cannot use help function submit button work
2019-08-06 00:43:13,most of the items that i want sold out and those items i want is more expensive than store itself.,1,Marcus Chua,googleplay,8,2019,1,0.1531,0.126,item want sold item want expensive store
2018-09-30 15:35:02,Offer or bulky items always out od stock onlibe. Cannot get all things from online.,1,A Google user,googleplay,9,2018,1,0.0,0.0,offer bulky item always od stock onlibe cannot get thing online
2019-02-19 19:38:10,customer service is so freaking slow.,1,Luke Skylurker,googleplay,2,2019,1,-0.5598,0.0,customer service freaking slow
2020-02-02 23:37:04,"My God, your team ""secretly"" up the limit for free delivery to $59 and that's not enough ... I realised there's a $0.99 surcharge now for delivery after 6pm... There should be proper communications I these changes, isn't it?",1,Ken Peh,googleplay,2,2020,1,0.6597,0.127,god team secretly limit free delivery enough realised surcharge delivery pm proper communication change
2019-08-17 22:17:59,very confusing when try to apply coupon,1,Tommy Lim,googleplay,8,2019,1,-0.2944,0.0,confusing try apply coupon
2018-11-03 06:43:08,Technical error always,1,Zee Cheng,googleplay,11,2018,1,-0.4019,0.0,technical error always
2019-06-03 11:53:33,such a big store. only few items on sales,1,Ann Lim,googleplay,6,2019,1,0.0,0.0,big store item sale
2018-10-05 18:51:08,System keeps hanging for these few days!,1,Go-Clean Cleaning,googleplay,10,2018,1,0.0,0.0,system keep hanging day
2020-01-21 14:13:22,"After Ordering the items when come to delivery they can tell u item not available, and when delivery few items r missing, terrible. Try to call their hotline is difficult to get through.",1,Edmund Koh,googleplay,1,2020,1,-0.7783,0.0,ordering item come delivery tell u item available delivery item r missing terrible try call hotline difficult get
2019-07-26 10:31:16,"Disappointed in the service and won't use again. My first order, milk was delivered broken. Delivery man didn't help. The only channel is submit via app, AND they want 'please keep the damaged item for investigation' ! Suppose to help saving time. I ended up wasting more time. Won't use this service again.",1,Emma Yodsamud,googleplay,7,2019,1,-0.8422,0.096,disappointed service use first order milk delivered broken delivery man help channel submit via want please keep damaged item investigation suppose help saving time ended wasting time use service
2020-04-07 14:11:06,No available delivery slot all the time. NTUC you need to increase your delivery personnel.,1,Jayson Gonzales,googleplay,4,2020,1,0.0258,0.131,available delivery slot time need increase delivery personnel
2020-04-04 18:33:15,Dont bother. Thanks to panic buying most essential items are either out of stock or you cant get a delivery timeslot,1,kamalo01,googleplay,4,2020,1,-0.5676,0.079,dont bother thanks panic buying essential item either stock cant get delivery timeslot
2020-07-28 18:43:34,Please Offer Link Points,1,Nazreen Majeed,googleplay,7,2020,1,0.3182,0.434,please offer link point
2020-07-21 09:27:07,Crushed so often,1,Ting Y,googleplay,7,2020,1,-0.4215,0.0,crushed often
2020-02-07 19:08:28,I can't even load the app,1,Fyn Tan,googleplay,2,2020,1,0.0,0.0,even load
2020-01-05 10:31:02,Why is the promotion code WELCOME invalid,1,DK X,googleplay,1,2020,1,0.5766,0.384,promotion code welcome invalid
2020-02-07 22:09:10,App doesn't let me register,1,Ahmad El-Kadri,googleplay,2,2020,1,0.0,0.0,let register
2018-10-07 16:00:45,Not available in 3G,1,a TanSh,googleplay,10,2018,1,0.0,0.0,available g
2020-04-26 21:12:20,Very very poor service.,1,Sumon Hawlader,googleplay,4,2020,1,-0.5678,0.0,poor service
2020-05-19 17:38:24,Cannot be updated! Wake up..,1,leslie lim,googleplay,5,2020,1,0.0,0.0,cannot updated wake
2019-11-16 11:45:17,"First order experience was horrible. Placed order, received confirmation and money deducted. Received a sms the night before order that my order is cancelled due to system glitch. The next morning received a sms that order would be on the way to my house. But the order never came. What is this? Got my personal info and money...is this a cyber scram? Should i make a police report on this.",1,Jennifer Wong,googleplay,11,2019,1,-0.4784,0.0,first order experience horrible placed order received confirmation money deducted received sm night order order cancelled due system glitch next morning received sm order would way house order never came got personal info money cyber scram make police report
2018-10-15 01:05:27,Can't use it on andriod tablet. Come on!,1,sherrick Khoo,googleplay,10,2018,1,0.0,0.0,use andriod tablet come
2019-04-04 09:56:44,Ntuc delivery service is the worst. I placed my order Monday morning scheduled delivery Tuesday night. it was a no show no notification. I called their hotline and redelivery was arranged Wednesday night. I waited till 10:30pm for my groceries and again it was a no show. when i checked the status of my order it states as delivered when i did not received anything. I end up cancelling my order and request for a refund. Don't trust NTUC to deliver ur groceries unless you prefer to starved to death,1,faye fontanilla,googleplay,4,2019,1,-0.956,0.018,delivery service worst placed order monday morning scheduled delivery tuesday night show notification called hotline redelivery arranged wednesday night waited till pm grocery show checked status order state delivered received anything end cancelling order request refund trust deliver ur grocery unless prefer starved death
2019-01-03 10:11:29,Bought 6 packs of jeju mandarins via delivery today. Went thru all and found 6 rotten ones among the 6 packs. Surprise that fairprice did not conduct quality check and despatch out. Will not place order for perishable items in future but to shop personally at their stores instead. Shop at your own risk if getting perishable items. App is not user friendly too. Tried to attach pictures showing the 6 rotten mandarins but unable to. Unable to file complaint at all. Rather order online via Redmart,1,AUDREY TEO,googleplay,1,2019,1,-0.9318,0.016,bought pack jeju mandarin via delivery today went thru found rotten one among pack surprise conduct quality check despatch place order perishable item future shop personally store instead shop risk getting perishable item user friendly tried attach picture showing rotten mandarin unable unable file complaint rather order online via redmart
2019-01-23 15:13:09,some needed stuff not available...shown as sold out. The range of products limited. e.g cannot get MELODY MILK Powder at NTUC.? Its from NZ and available in other shops. e.g..a refill pack of 2.25kg is about $18. vs NTUC brand milk powder which is 1kg at $18!!!!...and that is high ...when price reduced sale!!! Why cant NTUC source better priced Australian or NZ milk powder directly from sources in Australia and NZ?,1,A Google user,googleplay,1,2019,1,-0.7035,0.0,needed stuff available shown sold range product limited e g cannot get melody milk powder nz available shop e g refill pack kg v brand milk powder kg high price reduced sale cant source better priced australian nz milk powder directly source australia nz
2019-02-28 12:28:09,my first order was ok. my 2nd order is late. suppose to deliver between 10-12pm and its now 12:25 and i have yet to receive any notifications abt delivery being delayed and I need to rush out for my appointment. how did this happen??? called up customer service and they expect me to contact logistics or delivery guy myself? hello? this is really bad service. sorry to say. i rather use honest bee and pay a fee and I had once had issues with delivery.,1,A Google user,googleplay,2,2019,1,-0.6505,0.036,first order ok nd order late suppose deliver pm yet receive notification abt delivery delayed need rush appointment happen called customer service expect contact logistics delivery guy hello really bad service sorry say rather use honest bee pay fee issue delivery
2019-07-09 17:43:36,"i just to let your team know,the online delivery is not puntual.i have arranged the delivery time from 2pm to 4pm..your delivery came at 5pm..I expect the person in charge to call if u cant make it to the appointed time...you know for changing the time your delivery man has caused alot of inconvenience to me.I just hope your service on this can be improved....",1,Peter Lim,googleplay,7,2019,1,0.5423,0.085,let team know online delivery puntual arranged delivery time pm pm delivery came pm expect person charge call u cant make appointed time know changing time delivery man caused alot inconvenience hope service improved
2019-01-06 20:44:53,not very organized,1,Kharissa Nitiputri,googleplay,1,2019,1,0.0,0.0,organized
2020-06-12 02:40:51,Goods are expensive,1,Echoocy Yong,googleplay,6,2020,1,0.0,0.0,good expensive
2020-04-16 17:46:39,What a stupid app,1,Abhilash Pillai,googleplay,4,2020,1,-0.5267,0.0,stupid
2019-08-27 14:33:55,"IT dept have attitude problem, tell them items not avaliable online but in store and they are so unhappy that no longer the item could be listed online forever. This social enterprise have too much pride issue .I wish brands like chef in box, prata wala and hup chong and the many brands know that they have been blocked online.",1,Romans 8three7,googleplay,8,2019,1,-0.4059,0.131,dept attitude problem tell item avaliable online store unhappy longer item could listed online forever social enterprise much pride issue wish brand like chef box prata wala hup chong many brand know blocked online
2020-01-13 11:15:04,Useless app and system. Poor supply chain and inventory management. Can place orders but it goes oos on the day of delivery. Contact number took ages for someone to pick up. Forget it. Go redmart which has a better customer service support.,1,Boon Sun Tan,googleplay,1,2020,1,0.6652,0.176,useless system poor supply chain inventory management place order go oos day delivery contact number took age someone pick forget go redmart better customer service support
2019-04-16 07:35:35,"unreliable, said that they will deliver but never did. kept me waiting till 11pm. delivery man was v rude. better online grocery stores to go for. please save yourself the negative experience of shopping with fairprice online. they are not no. 1 in service definitely.",1,Natasha Hammy,googleplay,4,2019,1,0.6808,0.234,unreliable said deliver never kept waiting till pm delivery man v rude better online grocery store go please save negative experience shopping online service definitely
2020-06-28 15:50:45,Definitely one of the worst retailers in Singapore always deliver wrong orders and spoilt food that can cause food poisoning. Strongly not recommend.,1,lah blah,googleplay,6,2020,1,-0.8523,0.137,definitely one worst retailer singapore always deliver wrong order spoilt food cause food poisoning strongly recommend
2019-03-02 22:20:45,just downloaded and about to use i was prompted to update apps.,1,Derek Tan,googleplay,3,2019,1,0.0,0.0,downloaded use prompted update
2020-08-19 23:44:17,Bad Ux and ui design,1,Mark Marts,googleplay,8,2020,1,-0.5423,0.0,bad ux ui design
2020-04-22 18:06:39,They send wrong item make people suffer must take foto do this do that and send to them wth when u want to send ur CUSTOMER ORDER U ALL NEVER DO DOUBLE CHECK? ONLY KNOW HOW TO TAKE ORDER IS IT?,1,A Google user,googleplay,4,2020,1,-0.8767,0.027,send wrong item make people suffer must take foto send wth u want send ur customer order u never double check know take order
2019-08-27 10:28:17,Product availability nowsaday are pathetic if your delivery address is set to north east area of Singapore. Feedbacks for months already but fair price on is not listening. I have been using lesser and lesser of their service since more than 3 months ago...,1,Yvonne Kwek,googleplay,8,2019,1,0.1531,0.062,product availability nowsaday pathetic delivery address set north east area singapore feedback month already fair price listening using lesser lesser service since month ago
2019-10-27 22:29:52,SHOPON code doesn't seems to be giving any $10 discount as claimed,1,Ivan Tan,googleplay,10,2019,1,0.34,0.179,shopon code seems giving discount claimed
2019-01-28 13:33:51,"Extremely bad experience with NTUC ON. Delivery is never on time, and had several times which the delivered goods is either wrong or mixed up. Customer service is not professional as well. Very diasappointed.",1,Zen Wang,googleplay,1,2019,1,-0.8275,0.0,extremely bad experience delivery never time several time delivered good either wrong mixed customer service professional well diasappointed
2020-02-12 09:28:59,Very horrible logistics management 90% of the time they will delete your order.. Ordered quite a number of times and always will have some items out of stock.. Horrible..,1,Xavier Ho,googleplay,2,2020,1,-0.7727,0.045,horrible logistics management time delete order ordered quite number time always item stock horrible
2019-11-20 07:59:55,"Get your system in order before trying to roll this out. Incorrect pricing mechanisms are your issue, and reversing orders will hit your customer base.",1,Brian ZP,googleplay,11,2019,1,0.0,0.0,get system order trying roll incorrect pricing mechanism issue reversing order hit customer base
2019-08-07 06:51:16,"Very poor, I've ordered $250 sum of goods but reaching the payment page its show about half my ordered things sold out and payment amount drop to $140. very dissatisfied and disappointed 😡",1,Mdu Anis Abd Alim,googleplay,8,2019,1,-0.9007,0.05,poor ordered sum good reaching payment page show half ordered thing sold payment amount drop dissatisfied disappointed
2019-10-17 12:11:26,"Your products always out of stock.... What's the point to sell it online in this case, while your offline products are full stock?",1,Joel Zou,googleplay,10,2019,1,-0.128,0.0,product always stock point sell online case offline product full stock
2019-12-23 15:41:10,Food can run out of stock after order placed. Very uncertain if you get what u order. limited choices on line too.,1,Gail Tay,googleplay,12,2019,1,-0.5256,0.0,food run stock order placed uncertain get u order limited choice line
2019-05-11 20:56:32,"shop due to $10 discount. delivery 6-8pm but at 9pm still ""in progress"", wonder what I can do??",1,kian seng koh,googleplay,5,2019,1,0.6199,0.193,shop due discount delivery pm pm still progress wonder
2019-05-29 22:24:47,"late delivery. if you want to shop for groceries, definitely, shouldn't choose this one.",1,Jami e,googleplay,5,2019,1,0.4588,0.25,late delivery want shop grocery definitely choose one
2019-07-19 23:13:14,ordered twice online. both experience very unpleasant. you will face problem from the delivery team.,1,Alfred Wong,googleplay,7,2019,1,-0.7264,0.0,ordered twice online experience unpleasant face problem delivery team
2019-05-09 11:14:14,Call customer service telephone number. Nobody pick up.,1,Ference See,googleplay,5,2019,1,0.0772,0.157,call customer service telephone number nobody pick
2019-07-22 19:49:53,where is my 10% after I purchased $50 as said in promotion!!! :(,1,Tang Victor,googleplay,7,2019,1,-0.5826,0.0,purchased said promotion
2020-02-07 22:15:20,What the hell is happening?? Keep hanging!!!!,1,alem maniac,googleplay,2,2020,1,-0.798,0.0,hell happening keep hanging
2019-07-01 14:05:53,The delivery time is 10am I've been waiting for 4hours plus and now and now still not yet come,1,Hae HyeKyu,googleplay,7,2019,1,0.0,0.0,delivery time waiting hour plus still yet come
2019-06-25 14:18:56,why we cannot put our nric to collect points?????,1,muhammad syarif,googleplay,6,2019,1,0.0,0.0,cannot put nric collect point
2019-07-11 18:42:41,whats the point promo code but still need to reach your quota of min total to deliver or collect the product,1,ye et,googleplay,7,2019,1,0.0387,0.054,whats point promo code still need reach quota min total deliver collect product
2019-08-24 15:43:38,Not opening up,1,Elke Smith,googleplay,8,2019,1,0.0,0.0,opening
2018-10-20 12:30:40,They mistaken deliver lesser than I order but only deliver the rest next week.,1,A Google user,googleplay,10,2018,1,-0.1901,0.0,mistaken deliver lesser order deliver rest next week
2019-09-27 23:17:58,USELESS. It wont deliver 3 boxes of 1.5L water and 2 packs of 10Kg Rice.,1,christian morales,googleplay,9,2019,1,-0.5473,0.0,useless wont deliver box l water pack kg rice
2019-10-13 11:22:03,I thought there is some voucher for 1st timer???,1,Kelvinsee72@hotmail.com Kel2326728,googleplay,10,2019,1,0.0,0.0,thought voucher st timer
2019-03-23 17:17:09,i cannot key my promo code and it does not show my ntuc link points,1,A Google user,googleplay,3,2019,1,0.0,0.0,cannot key promo code show link point
2019-05-28 19:23:06,"awful compared to redmart and everyone else, my God",1,Nevil,googleplay,5,2019,1,-0.2263,0.174,awful compared redmart everyone else god
2019-08-31 18:19:32,Let me try first. Ask me later Thanks,1,Thirunavukkarasu Manickavasagam,googleplay,8,2019,1,0.4404,0.293,let try first ask later thanks
2019-11-19 08:30:38,Lousy app. Give discount but layer say error then cancel my order.,1,SAM Qin,googleplay,11,2019,1,-0.8074,0.0,lousy give discount layer say error cancel order
2019-08-06 20:01:59,Not a great experience for users,1,S A,googleplay,8,2019,1,-0.5096,0.0,great experience user
2019-06-30 19:32:21,cannot use the code shopon. stupid app.,1,Alan Tan,googleplay,6,2019,1,-0.5267,0.0,cannot use code shopon stupid
2019-03-19 18:09:10,please let me paste my password.,1,chester chua,googleplay,3,2019,1,0.3182,0.315,please let paste password
2019-07-16 12:37:44,Keep getting out of stocks,1,Alvin Ngoh,googleplay,7,2019,1,0.0,0.0,keep getting stock
2020-02-08 02:23:48,Does not service AMK central,1,CY L,googleplay,2,2020,1,0.0,0.0,service amk central
2019-07-03 18:34:43,"bad service, no show delivery",1,Deema Yanni Ma'at,googleplay,7,2019,1,-0.6908,0.0,bad service show delivery
2019-04-14 10:29:49,cannot put my unit number,1,Jessica PigWinSica,googleplay,4,2019,1,0.0772,0.245,cannot put unit number
2019-12-23 17:17:18,Very insincere in honoring promo codes,1,Anthony Chan,googleplay,12,2019,1,0.1206,0.334,insincere honoring promo code
2019-05-28 15:57:19,"Forced closed, llogs me out",1,Angelyn Tan,googleplay,5,2019,1,-0.4588,0.0,forced closed llogs
2019-01-03 20:26:18,Hang a few times,1,"Downunder Goldcoast,Brisbane",googleplay,1,2019,1,0.0,0.0,hang time
2019-11-07 21:03:15,New version sucks,1,Ei Ei Phyu Sin Maung,googleplay,11,2019,1,-0.3612,0.0,new version suck
2020-04-26 12:54:19,Always shedule unabailable,1,MD HUMAYAN KABIR,googleplay,4,2020,1,0.0,0.0,always shedule unabailable
2019-10-14 04:03:43,Worse n lagging,1,Hanz Surani,googleplay,10,2019,1,-0.6369,0.0,worse n lagging
2020-09-05 11:11:17,"Under the HELP category, photo is not attachable & thus feedback cannot be submitted making the whole process inconvenient & troublesome. Please resolve this.",1,Jamie Y,googleplay,9,2020,1,0.3885,0.252,help category photo attachable thus feedback cannot submitted making whole process inconvenient troublesome please resolve
2020-08-08 00:53:56,"Not many varieties of products . Alert msg flash n gone too fast, can't read all. Be careful if u use this app as its CUSTOMER SUPPORT IS UNHELPFUL, ITS OUTRIGHT CHEATING TO CUSTOMER.",1,Esther Ng,googleplay,8,2020,1,0.2263,0.174,many variety product alert msg flash n gone fast read careful u use customer support unhelpful outright cheating customer
2020-07-05 11:52:12,"Hopeless purchase system that always no stock and still charge nonsense service fee. Apps always not reflect correct info..order 2 charge 3 and deliver 3 that dun need. Customer pls do your sum up before u paid. Today, i got damaged items received that cannot take pic. This apps seem not tested.",1,Axel Wong,googleplay,7,2020,1,-0.8591,0.022,hopeless purchase system always stock still charge nonsense service fee always reflect correct info order charge deliver dun need customer pls sum u paid today got damaged item received cannot take pic seem tested
2020-06-21 18:46:48,"Why do you sell rotten food? $2.90 for rotten potatoes. Wonderful Father's Day dinner, thank you so much!",1,Greg,googleplay,6,2020,1,-0.1759,0.229,sell rotten food rotten potato wonderful father day dinner thank much
2020-04-28 18:44:59,"Always no available delivery slot, then why u build this app for online selling??",1,Johnson Zhou,googleplay,4,2020,1,-0.3736,0.0,always available delivery slot u build online selling
2020-04-10 00:28:57,The worst grocery shopping app ever.,1,Christopher Looi,googleplay,4,2020,1,-0.6249,0.0,worst grocery shopping ever
2020-04-12 11:08:04,Not working,1,Ji Zhou,googleplay,4,2020,1,0.0,0.0,working
2020-03-29 00:19:26,Not user friendly. Difficult to find products that I'm looking for. hangs whenever I go to cart.,1,A Google user,googleplay,3,2020,1,-0.1326,0.107,user friendly difficult find product looking hang whenever go cart
2020-02-08 00:39:23,App keeps loading and unable to do my groceries.,1,Florence Teo,googleplay,2,2020,1,0.0,0.0,keep loading unable grocery
2020-02-07 21:23:21,"Not working,",1,Tan kok pang,googleplay,2,2020,1,0.0,0.0,working
2019-11-18 07:35:11,"The log in issue as resolved, but the issue now lies with the service. Look for alternative grocery delivery . Previously I will have 1 or 2 items missing or damaged per delivery. Recent deliveries were worse, whole bag of items missing. Last purchase, some frozen items went missing and the service recovery was horrible. Recent purchase, entire list of chilled items (9 items) went missing. And they don't practise cold chain to your doorsteps.",1,A Google user,googleplay,11,2019,1,-0.9805,0.014,log issue resolved issue lie service look alternative grocery delivery previously item missing damaged per delivery recent delivery worse whole bag item missing last purchase frozen item went missing service recovery horrible recent purchase entire list chilled item item went missing practise cold chain doorstep
2019-10-26 17:36:55,Not a good app. Slow and buggy. Search engine is so bad,1,a K,googleplay,10,2019,1,-0.7844,0.0,good slow buggy search engine bad
2019-11-04 22:17:27,Totally useless.,1,Kelvin Cheszz,googleplay,11,2019,1,-0.4754,0.0,totally useless
2019-10-26 17:34:24,Product range is limited Hang,1,fizaa mumtaz,googleplay,10,2019,1,-0.2263,0.0,product range limited hang
2019-10-27 11:30:36,Very slow.,1,Jaryd Chan,googleplay,10,2019,1,0.0,0.0,slow
2019-10-26 15:06:08,Very slow,1,C S,googleplay,10,2019,1,0.0,0.0,slow
2019-09-26 21:34:05,Very very slow. I have to reboot the App a few times just to complete the order.,1,Lilian Lum,googleplay,9,2019,1,0.0,0.0,slow reboot time complete order
2019-08-31 22:43:07,"Real-time information on purchase, can be better though. Every now and then, all the product images will be lost. This despite the app being around for more than a year.",1,A Google user,googleplay,8,2019,1,0.1531,0.087,real time information purchase better though every product image lost despite around year
2019-08-31 15:21:32,Poor,1,CH Koh,googleplay,8,2019,1,-0.4767,0.0,poor
2019-08-09 00:46:49,"The app is really good and i rated 5 stars previously but decided to change to 1 star as after added the items into carts, the items will be out of stock within few days, yet keep waiting for more than a week still no stock. I write an email to them, but after forwarded my email to relevant dept, i still don't get reply... When i try to find some of the sold out items from ntuc store, i can see them but it's too heavy for me to carry them back! Please improve the app, or low stock threshold...",1,Lee Mei Wah,googleplay,8,2019,1,0.5773,0.083,really good rated star previously decided change star added item cart item stock within day yet keep waiting week still stock write email forwarded email relevant dept still get reply try find sold item store see heavy carry back please improve low stock threshold
2019-07-25 21:39:58,"i feel very insecure using the app because when i check out it says ""we are processing..."" and straightaway follow on with ""session expired"" and then when log in again ""we are processing your order"" shows up again. then after ""order placed"" shows up, cart items still not zero until we click on the cart again. like that how can customers tell whether it is not a fake site or there will not be double/triple deductions?",1,A Google user,googleplay,7,2019,1,0.2408,0.062,feel insecure using check say processing straightaway follow session expired log processing order show order placed show cart item still zero click cart like customer tell whether fake site double triple deduction
2019-08-12 20:40:16,What's the point of using an app when u have to constantly log in?? V not intuitive n not user friendly too,1,Pearlyn W,googleplay,8,2019,1,-0.4567,0.0,point using u constantly log v intuitive n user friendly
